epoch,step,train_loss,train_foreign_loss,train_home_loss,train_acc,val_loss,val_foreign_loss,val_home_loss,val_acc,sav_version
0,459,1.0868739918166517,0.021680187971649736,0.021742779313138238,0.6873793232570811,1.1086712429920833,0.018590327197064955,0.018776521397133667,0.6943587239583334,1
1,918,0.9672307312358698,0.014853648950948435,0.01522001446770557,0.7061221745642701,1.0515850509206455,0.015135339034410814,0.015356122011629244,0.7012662760416667,2
2,1377,0.9326676595185057,0.012416312791618127,0.012780126516985218,0.7114833537581697,1.024830552438895,0.013152877955387035,0.013475098569567004,0.7047753906249999,3
3,1836,0.9120245634340772,0.011018573584477366,0.011305643720369712,0.7150377859477123,1.005426439146201,0.011930386691043774,0.012155372843456766,0.7068587239583333,4
4,2295,0.8967832168462749,0.010028655644838977,0.010265563409734915,0.7180147058823523,0.9940319334467252,0.01090577714300404,0.01116314324705551,0.7082942708333334,5
5,2754,0.8850561631011548,0.009282425082489556,0.009466900433411656,0.7202512254901958,0.9859089677532514,0.010231081473951539,0.010435287491418421,0.7098046874999998,6
6,3213,0.877223836440666,0.008711062430572536,0.00885191530269248,0.7217643654684102,0.9792679399251938,0.009570230613462627,0.009816418130261203,0.7115885416666666,7
7,3672,0.871054026945484,0.008240480446672648,0.008350054808529114,0.7226419526143792,0.9709660386045774,0.009257027685331801,0.009342622050705055,0.7120507812500002,8
8,4131,0.8638626263032552,0.007844593188236416,0.00795144387693317,0.7237465958605664,0.9674254233638445,0.0087981551575164,0.008870023108708361,0.7126790364583334,9
9,4590,0.8588578912687198,0.007500214303370914,0.007576123410572089,0.7250799972766883,0.9620742574334145,0.008355294703505933,0.008483139662227282,0.7142708333333334,10
10,5049,0.8527125888920039,0.007181260760159339,0.0072533742561205925,0.7263778254357294,0.9584983413418134,0.008048749160176763,0.008159815974067897,0.7147363281249999,11
11,5508,0.848286727804504,0.006951277603827466,0.007001292783247555,0.7275522535403051,0.9545780196785927,0.007844821355926493,0.00789833270634214,0.7147102864583332,12
12,5967,0.8452652984974431,0.006715217530159259,0.006760058562374777,0.7280140250544659,0.9523927668730418,0.00762334776421388,0.007668168846673022,0.7146289062500001,13
13,6426,0.8411928976283354,0.00651740293832159,0.006559704250832594,0.7288584218409585,0.948551706969738,0.007361562437533091,0.007441009161993861,0.7149348958333333,14
14,6885,0.8376537995141057,0.00634670057100668,0.006369730378531553,0.7296587350217865,0.9449219678839048,0.0073275888959566755,0.007259240238151203,0.7154296874999999,15
15,7344,0.834977529277469,0.006185441316472679,0.006192719222965584,0.7302582039760354,0.9444974685708681,0.007040122795539598,0.007089355417216818,0.7161523437500001,16
16,7803,0.8318571289899822,0.0060337463846280035,0.0060481871285502165,0.7306706154684095,0.9422747467954954,0.006927952907669048,0.006919682530375819,0.7159765624999999,17
17,8262,0.829307870537627,0.00590293131330434,0.005904590619691447,0.7315950095315906,0.940103160838286,0.006825331598520279,0.006785458283654104,0.71640625,18
18,8721,0.8267659974773465,0.0057930202823952,0.0057891416373563225,0.7318305759803918,0.9381799946228663,0.006658950956383099,0.006660967250354588,0.7165364583333335,19
19,9180,0.8240957156245745,0.005670945163134461,0.005663503248504239,0.7327925857843136,0.9375711977481842,0.006624178417647879,0.006541037582792342,0.7167708333333334,20
20,9639,0.8217486222325328,0.005565002297856774,0.00555523653658744,0.7332402301198256,0.9350336939096451,0.006410877996434768,0.0064070569157289965,0.7179492187499998,21
21,10098,0.819480005692293,0.0054809314752715865,0.00546400880639914,0.7331324891067537,0.9333144376675288,0.006378968362696469,0.006319732676881055,0.7177962239583331,22
22,10557,0.818021045531063,0.0053765922825385806,0.005363124915782143,0.7339292279411762,0.9331891785065333,0.006256849466202159,0.006206025000816832,0.71759765625,23
23,11016,0.8155579943542647,0.0052952693454710225,0.005269539433943355,0.7344699754901951,0.931511402130127,0.006098118474862228,0.006107498173757146,0.7186132812500001,24
24,11475,0.8129030518022757,0.005225686002360385,0.005193203889555856,0.7349097903050109,0.9310162340601286,0.006001446803566068,0.006057331047486514,0.7185774739583332,25
25,11934,0.8122473434425387,0.00514790857989901,0.005124495134431228,0.7352590550108935,0.9281390607357025,0.005953250899134825,0.005965975365446259,0.7194108072916668,26
26,12393,0.8094748110553018,0.0050740159220165676,0.005048530145846551,0.7353935185185191,0.9268768976132075,0.005973577285961558,0.005879361415281892,0.718994140625,27
27,12852,0.8074678238440702,0.005015417083302484,0.0049847246884228355,0.7359306917211335,0.926968070367972,0.005805097791987161,0.005794437214111288,0.7191764322916666,27
28,13311,0.8065699009074625,0.0049516698842653134,0.004917053523025027,0.7364683755446624,0.9257384911179543,0.005773906401979427,0.005732430727221072,0.7199869791666665,28
29,13770,0.8051925491143935,0.004898587870766654,0.004852443467825651,0.7367219839324619,0.9249893203377724,0.005710319480082641,0.005677608016412705,0.7196647135416668,29
30,14229,0.8035929056294343,0.004837551531594953,0.004804614246548975,0.7368921909041393,0.9223943551381429,0.0056878273608163,0.005617059670233478,0.7197884114583335,30
31,14688,0.8032354746249246,0.004774700401833764,0.004743883446110555,0.7374485974945536,0.9225323225061098,0.005581553520945211,0.005562934714059035,0.719814453125,30
32,15147,0.8011495596962557,0.004733006530776133,0.004689797944711899,0.7373425585511986,0.9221512998143832,0.005588586752613385,0.005530403694137931,0.7196614583333333,31
33,15606,0.8002928809662531,0.004686325405012159,0.004648349098739476,0.7374846813725487,0.9212847923239073,0.00548327873305728,0.0054841179711123305,0.7203971354166666,32
34,16065,0.7977407759051437,0.004633884742036299,0.004595723541347971,0.7378153935185185,0.9199962789813677,0.005459570772169779,0.005410776822827756,0.7199869791666665,33
35,16524,0.7973101992233127,0.004595685456037391,0.004547252930489761,0.7384717116013072,0.9201596155762672,0.005431520092921953,0.00536839619356518,0.7206673177083333,33
36,16983,0.7964830205071726,0.004556003803780915,0.004512580148145265,0.7379539419934644,0.9197942117849985,0.005391234337973098,0.005333730912146469,0.7212304687499999,34
37,17442,0.794197874001688,0.004521118095530144,0.00447452551794841,0.7388907611655767,0.9190671369433403,0.005322447803337127,0.005293488366684566,0.72033203125,35
38,17901,0.7944519902885869,0.004479903066814887,0.0044349244565445286,0.73841418164488,0.9177450090646744,0.005306000103397916,0.005229325732216239,0.7212532552083335,36
39,18360,0.7923238487804637,0.00444046255659661,0.0043945315213821225,0.7396255446623099,0.918302463988463,0.0052656834401811166,0.005204186716582626,0.7209082031249999,36
40,18819,0.7914451906104493,0.004414006610642429,0.004362023270167491,0.7394328703703695,0.9175526350736618,0.005200349745185425,0.005156638042535633,0.7209635416666665,37
41,19278,0.79007187479202,0.004374252547041263,0.004317847405680027,0.740028935185185,0.9172469154000282,0.005164775318310906,0.005145189546359082,0.7212858072916667,38
42,19737,0.7890372577575817,0.004346682182827676,0.004296506427873681,0.7398925994008717,0.915595514078935,0.005146601994056255,0.00509399181464687,0.7214811197916667,39
43,20196,0.7886824902625904,0.004303084189287328,0.004262558119128051,0.7403375204248357,0.9160657549897829,0.005115936937121053,0.00507356730910639,0.7217154947916669,39
44,20655,0.786611854640487,0.0042807542377056185,0.004232806748099836,0.7404084967320262,0.9149512872099876,0.005100450963558008,0.005036373719728242,0.7212044270833333,40
45,21114,0.7861478631273074,0.004250470353574502,0.004207821679047932,0.7407490808823534,0.9150288055340449,0.005074732762295753,0.0050279536517336965,0.7210611979166667,40
46,21573,0.7859597865792401,0.004223073596309278,0.004174830911940771,0.7407747821350763,0.9141987611850103,0.004937914646385859,0.004958336668399473,0.7210546875,41
47,22032,0.7842994451782542,0.004202050426244444,0.004148324825222683,0.7414453976034852,0.9132637431224188,0.005037046464470525,0.004942136933095753,0.7217317708333333,42
48,22491,0.7836905552930562,0.004187941221491898,0.004121590576140709,0.7412867647058822,0.9128672604759535,0.0049782283216093974,0.004904845147393644,0.7216699218749999,43
49,22950,0.7826042815491006,0.004138249961744531,0.00408657907289179,0.7417509191176461,0.9123054817318916,0.00495484711912771,0.0048837078890452785,0.7220572916666668,44
50,23409,0.7824808479913699,0.0041168429736607995,0.004070260517364104,0.7418346609477123,0.9122353668014208,0.004898502180973689,0.0048434972219790024,0.7216666666666668,45
51,23868,0.7806938017895019,0.004095145134957332,0.004040318394631699,0.7424033224400877,0.9118001932899157,0.004886791595102598,0.004837011666192363,0.7213834635416667,46
52,24327,0.779559942502082,0.004071336924879607,0.004017640090870117,0.742097460511983,0.9109108671545982,0.00485474420323347,0.00481846360101675,0.7215299479166667,47
53,24786,0.7787711577477798,0.004051410182214835,0.003998291798946417,0.7422954112200438,0.9108418722947439,0.004856668703723699,0.004795970996686568,0.7219173177083332,48
54,25245,0.7777800492471599,0.004033615244532203,0.003978561929554916,0.742581188725489,0.9113966176907221,0.004866213072091341,0.00475720581986631,0.7223144531249998,48
55,25704,0.7778394580666536,0.0039940049830207314,0.003951966600727963,0.7429013480392157,0.9097627525528272,0.004790267072773228,0.004752183333039284,0.7226041666666667,49
56,26163,0.7775267656072812,0.003983395328351615,0.003930116250344059,0.7423796636710239,0.9093842506408691,0.004743952207112064,0.0047386518369118375,0.7224804687499998,50
57,26622,0.7765933429753339,0.0039621837019173664,0.003917400544602627,0.7432373366013071,0.9095918660362562,0.004758467509721716,0.004698670799067865,0.7224609375000001,50
58,27081,0.7753709814387469,0.00393998442006689,0.0038928932379444247,0.7434060117102403,0.9092021907369295,0.004669414348124216,0.004675403411965817,0.72228515625,51
59,27540,0.774520708714695,0.003941597094889203,0.0038808597011333393,0.7436206427015247,0.9089985291163126,0.004660719947423786,0.004653527867048979,0.7227050781250001,52
60,27999,0.7744590555660605,0.003910471023261255,0.003860403725792185,0.7433445669934647,0.9092348838845888,0.004644657795627912,0.004651538465016832,0.7225260416666668,52
61,28458,0.7721000585161263,0.003902716166999248,0.003841115735990679,0.7439018246187357,0.9085406189163526,0.004705585616951187,0.004635246586985886,0.7221516927083335,53
62,28917,0.7723932950584976,0.0038799093706504907,0.003821962936081333,0.7442613017429194,0.9086933558185896,0.004687691553651045,0.004608273409151782,0.7222200520833336,53
63,29376,0.7723868559388554,0.003859207137084053,0.003809060996260356,0.7435694104030492,0.9078242406249046,0.004655723498823742,0.004595199561056991,0.7230924479166666,54
64,29835,0.7710365137503298,0.0038385378706120845,0.003781815650436646,0.7441562840413947,0.9079506024718285,0.004640108808719863,0.004558930212321381,0.7228450520833333,54
65,30294,0.7704362616040348,0.003822899922679842,0.0037654442352512627,0.744681542755991,0.9074663867553076,0.004644584162936856,0.0045437584243093925,0.7235514322916665,55
66,30753,0.7700665545749249,0.0038074019414723764,0.0037565558422397423,0.7442815563725491,0.9071923121809959,0.004565398092381656,0.004542590274165074,0.7230761718749998,56
67,31212,0.768765851692956,0.0037958449141319217,0.0037397421741237244,0.7448177083333333,0.9071151241660118,0.004605693956060956,0.004539934472025682,0.7229361979166664,57
68,31671,0.7690608436505519,0.0037881153973513375,0.003734767782422744,0.7444980596405226,0.9073610901832581,0.004566857940517366,0.004523396375589073,0.7228287760416666,57
69,32130,0.7675232818443531,0.0037631509538480204,0.0037179839795288957,0.7447778799019603,0.9064762244621912,0.004540810943581164,0.004497912673590084,0.7228710937500001,58
70,32589,0.7682534004348556,0.003752717743211777,0.003698927739407859,0.7448987268518512,0.9051007255911827,0.004532031676111122,0.0044707457612579065,0.722900390625,59
71,33048,0.7667175719680869,0.003740378598173297,0.003688938831524976,0.7454081563180827,0.9066001946727434,0.004471782750139634,0.004464758948112528,0.7234082031249999,59
