epoch,step,train_loss,train_acc,val_loss,val_acc,sav_version
40,18819,0.6896804862682077,0.7645537173202608,0.8147777890165647,0.7424967447916666,36
41,19278,0.6890454913016758,0.7644272535403056,0.8150472392638525,0.742099609375,36
42,19737,0.6871684353985298,0.7651731004901959,0.8137191633383433,0.7424283854166666,37
43,20196,0.6870704306236799,0.7651424632352941,0.8135004217425982,0.7430338541666667,38
44,20655,0.6848308047308121,0.7658175040849677,0.8141100158294042,0.7432194010416667,38
45,21114,0.6848608096960064,0.7656525735294107,0.814383419851462,0.7427115885416665,38
46,21573,0.6840734302608016,0.7660624319172109,0.8125876213113467,0.7432975260416668,39
47,22032,0.6820829453551431,0.7666503267973848,0.8127430702249209,0.7432161458333333,39
48,22491,0.6819159849536705,0.7665284586056645,0.8108174527684847,0.7432942708333333,40
49,22950,0.6810781861572224,0.7667422385620919,0.8120073080062866,0.7432682291666667,40
50,23409,0.6804271797468979,0.7670487813180831,0.8118968779842058,0.7432486979166667,40
51,23868,0.6790628973435213,0.7675784654139435,0.8116461932659149,0.7435709635416665,40
52,24327,0.6784664634006475,0.7675736996187369,0.8117673670252165,0.7431868489583334,40
53,24786,0.6796113439634734,0.7670234204793029,0.8106853018204371,0.7443489583333333,41
54,25245,0.6770885201710761,0.7675708061002177,0.8097987845540047,0.7439908854166667,42
55,25704,0.6771352706651542,0.7674390659041394,0.8095632717013359,0.7443522135416667,43
56,26163,0.6772653417649612,0.7682009123093683,0.8086153070131937,0.7444954427083333,44
57,26622,0.6755522747964381,0.7683963099128547,0.8093971585234007,0.744248046875,44
58,27081,0.6742088714196531,0.7687498297930286,0.8092219233512878,0.7444173177083333,44
59,27540,0.6734557120628606,0.768789828431373,0.8090282380580902,0.743896484375,44
60,27999,0.6737721731200457,0.769081052559913,0.8080398887395859,0.7436686197916665,45
61,28458,0.672102717987073,0.7694626565904141,0.8078063776095709,0.7439322916666664,46
62,28917,0.6721980473704328,0.769234749455337,0.8082714006304741,0.7441145833333334,46
63,29376,0.6713492932662465,0.7695457175925922,0.8080112114548683,0.7444628906249999,46
64,29835,0.6707332003739924,0.7699491081154686,0.8072573070724806,0.7450878906249998,47
65,30294,0.6698297803698022,0.7699000885076247,0.8071250841021538,0.7446712239583332,48
66,30753,0.6700486197320984,0.7697870710784303,0.8076075787345568,0.7448274739583334,48
67,31212,0.6686793563802258,0.7705284926470589,0.8066047752896944,0.7443815104166666,49
68,31671,0.66846330668412,0.7705507897603487,0.8069037720561028,0.7451953124999998,49
69,32130,0.667129337852557,0.7710842184095861,0.8058123191197714,0.7442578124999999,50
70,32589,0.6661886749444185,0.7715282883986926,0.8060247848431269,0.7448437500000001,50
71,33048,0.6668660469304503,0.7707827818627444,0.8064687450726827,0.7447623697916667,50
72,33507,0.6656556183995764,0.771368293845316,0.805462750295798,0.7448925781250001,51
73,33966,0.6649578537686458,0.7714106753812631,0.8062805210550626,0.7448111979166666,51
74,34425,0.6643801867832025,0.7716556032135076,0.8042883351445198,0.7453808593750001,52
75,34884,0.6638736604735223,0.7721689474400875,0.8043612390756607,0.7450683593749999,52
76,35343,0.6640859409874561,0.7718629153050109,0.8048053979873657,0.7452799479166666,52
77,35802,0.6635411826483825,0.7723447712418305,0.8042180761694908,0.7453027343750002,53
78,36261,0.6627843928622784,0.7723051130174291,0.8049743125836054,0.7455338541666667,53
79,36720,0.6617888103772872,0.7724200027233113,0.8043316329518954,0.745986328125,53
80,37179,0.6613732006944603,0.7725726783769075,0.803994208574295,0.7453483072916667,54
81,37638,0.6614394455433931,0.7725442538126366,0.8028550744056702,0.7454687500000001,55
82,38097,0.6601318917632882,0.772650803376907,0.8042257030804952,0.7452604166666665,55
83,38556,0.6600270656978383,0.7729188793572981,0.8037651032209396,0.7459895833333333,55
84,39015,0.6591679909000729,0.7731227873093673,0.8032624026139578,0.7453776041666668,55
85,39474,0.6588309385158397,0.7735792824074077,0.8032429789503416,0.745439453125,55
86,39933,0.6587926415576395,0.7733021854575166,0.803243450820446,0.7456803385416667,55
87,40392,0.6578998071565607,0.7736126429738567,0.8025250385204951,0.745986328125,56
88,40851,0.6578657295968797,0.7735123910675376,0.8032262027263641,0.7460188802083335,56
89,41310,0.6573974589506785,0.7740340754357304,0.8029628892739614,0.7456966145833334,56
90,41769,0.6573050857109701,0.7739048883442262,0.802480419476827,0.7458691406250001,57
91,42228,0.6557319282446552,0.7743911696623093,0.8015157257517179,0.746162109375,58
92,42687,0.6566776609888264,0.7738553581154687,0.802002747853597,0.7462727864583334,58
93,43146,0.6546072605388616,0.7749023011982573,0.8026210392514864,0.7460026041666664,58
94,43605,0.6549714098568835,0.7741470928649238,0.8026674215992292,0.7458203124999998,58
95,44064,0.6545663487677481,0.7746747344771238,0.8019159535566965,0.7462207031249998,58
96,44523,0.6538190015131092,0.7750980392156867,0.8018937806288401,0.745888671875,58
97,44982,0.6538771566222695,0.774744689542484,0.8004965037107468,0.7456477864583332,59
98,45441,0.6538089456641336,0.7749065563725493,0.8013855045040449,0.7460579427083331,59
99,45900,0.6527140941105637,0.775292585784314,0.802560344338417,0.7463411458333334,59
100,46359,0.6524744783091909,0.775275565087146,0.8023287703593572,0.74625,59
101,46818,0.6513355787283455,0.7757952069716771,0.801235427459081,0.7459895833333331,59
102,47277,0.651321253225954,0.7761504289215689,0.8014167050520579,0.746015625,59
103,47736,0.6519148793875003,0.7754891748366014,0.801219197611014,0.7464290364583334,59
104,48195,0.6520590361426858,0.7754018586601312,0.8010164697964987,0.7461295572916667,59
105,48654,0.6504845769836493,0.7760472834967317,0.8008794536193212,0.7462076822916667,59
106,49113,0.6501906012917396,0.7757361451525048,0.8008621980746587,0.7467154947916667,59
107,49572,0.6495119581944543,0.7765322031590411,0.8005916923284531,0.746826171875,59
108,50031,0.6493771720945446,0.7758792892156864,0.8011823991934458,0.7468098958333332,59
109,50490,0.6489439585240059,0.7765461601307184,0.799122450252374,0.7467285156250002,60
110,50949,0.6486488909243499,0.7766998570261441,0.8005198786656061,0.7466308593749998,60
111,51408,0.6479364583564999,0.776796194172113,0.8003496378660202,0.74640625,60
112,51867,0.6476632807898886,0.7769812091503269,0.7997418666879336,0.7469401041666668,60
113,52326,0.6472799810449023,0.7769885280501089,0.8003669753670692,0.7471712239583334,60
114,52785,0.6473213240082227,0.7769709967320263,0.7993335177501043,0.7470377604166668,60
115,53244,0.6459773140665233,0.7775231481481484,0.7998558903733889,0.7470084635416666,60
116,53703,0.6460804315953473,0.7773885144335513,0.8007373660802841,0.7475130208333334,60
117,54162,0.646403213601746,0.777534211601307,0.8002659405271212,0.7471875,60
118,54621,0.6456722246405865,0.7771410334967322,0.8003041396538416,0.7475162760416666,60
119,55080,0.6458259628748841,0.7774516612200437,0.7992008204261462,0.7473730468750001,60
120,55539,0.645535496909634,0.7773303036492368,0.7990142951409022,0.746826171875,61
121,55998,0.6440185279887746,0.7777740332244006,0.7996813977758089,0.7477701822916667,61
122,56457,0.6434816623954731,0.7784647331154684,0.7990223715702692,0.7475195312499999,61
123,56916,0.6431451037948168,0.778427117374727,0.7992642844716707,0.7473274739583333,61
124,57375,0.6432618710470096,0.7776257829520693,0.799620101849238,0.7472558593749999,61
125,57834,0.6428411546485876,0.7782783564814809,0.8000152458747228,0.747431640625,61
126,58293,0.642823316952242,0.7786146854575159,0.7983969524502754,0.7476139322916664,62
127,58752,0.6429879081015494,0.7783205678104577,0.7983392626047134,0.7476106770833333,63
128,59211,0.6425839984598762,0.7783922249455332,0.7991372471054395,0.7477734374999999,63
129,59670,0.6418789749181868,0.7785695806100219,0.7980102101961771,0.7480826822916667,64
130,60129,0.6415032393142808,0.7788972290305005,0.7980133121212324,0.747275390625,64
131,60588,0.6410576887509921,0.7794304874727671,0.7985066771507263,0.747197265625,64
132,61047,0.6407979126199917,0.7790228417755988,0.7978059326608976,0.7479036458333334,65
133,61506,0.6404415624204025,0.7791062431917212,0.7984562590718269,0.747532552083333,65
134,61965,0.6405988538187314,0.7790584150326797,0.7991080905000368,0.7477799479166668,65
135,62424,0.6395689779507049,0.7796168641067536,0.7991692672173182,0.747890625,65
136,62883,0.6400953109877302,0.779304704520697,0.7983413288990656,0.7475651041666667,65
137,63342,0.6395980626799183,0.7795062295751637,0.7989956016341845,0.7480143229166667,65
138,63801,0.639514611697145,0.779037649782135,0.7989437753955523,0.7476041666666666,65
139,64260,0.6386455377332525,0.7796292892156855,0.7981330653031667,0.7477539062499999,65
140,64719,0.6390246004840128,0.77948665577342,0.7977449223399162,0.7477962239583333,66
141,65178,0.6382196081359921,0.7797334558823529,0.7972873449325562,0.7476790364583331,67
142,65637,0.6376268568901196,0.7797341367102397,0.7971488063534101,0.7476236979166667,68
143,66096,0.6384314008397993,0.7795028254357294,0.7980522513389587,0.748193359375,68
144,66555,0.6373099386692047,0.7801727600762522,0.7973088746269544,0.7489680989583333,68
145,67014,0.6372027700373291,0.7803203295206977,0.79811513175567,0.7483235677083334,68
146,67473,0.6366594633115922,0.7803542007080603,0.7970133001605669,0.7487174479166665,69
147,67932,0.6366043842695897,0.7805431304466229,0.7975723817944527,0.7484895833333334,69
148,68391,0.6358579548485658,0.7804170070806106,0.7975654328862826,0.7477376302083334,69
149,68850,0.6351786936939672,0.780840822440086,0.7974811096986135,0.7482975260416668,69
150,69309,0.6351214157729886,0.7809797113289766,0.7978483885526657,0.7484700520833333,69
151,69768,0.6349811283851241,0.7808304398148158,0.7977715830008189,0.7485839843750001,69
152,70227,0.6350324642164775,0.7810697508169929,0.7981338376800219,0.7483365885416667,69
153,70686,0.6349840514800128,0.7808346949891064,0.7973269820213318,0.7486002604166667,69
154,71145,0.6336448179610674,0.7815277777777767,0.7972230315208435,0.7484863281249999,69
155,71604,0.6339143894466699,0.7810469430827887,0.797540711859862,0.7485286458333337,69
156,72063,0.6337840247387979,0.781279616013072,0.7963433166344961,0.7484114583333333,70
157,72522,0.6329739193121592,0.7815301606753814,0.7970826352636019,0.7483040364583334,70
158,72981,0.6338918992766628,0.7811334082244018,0.7976715713739395,0.7486555989583333,70
159,73440,0.6328049701413297,0.7816173066448789,0.7980160564184189,0.7483138020833332,70
160,73899,0.6327076291986021,0.781359783496732,0.7971211473147074,0.7480598958333332,70
161,74358,0.6326382768569688,0.7815029275599126,0.7973029986023903,0.7485286458333332,70
162,74817,0.6321116542374646,0.7814341639433549,0.7972488328814507,0.7484667968750002,70
163,75276,0.6318270577065046,0.7819539760348582,0.797278992831707,0.748330078125,70
164,75735,0.6315791385495845,0.7822722630718952,0.7974298124512037,0.7482617187499999,70
165,76194,0.631665519120127,0.7819144880174294,0.7965441594521204,0.7488541666666667,70
166,76653,0.6314569935040276,0.782022229030501,0.7971945405006409,0.7488020833333332,70
167,77112,0.6303573024818321,0.7821806917211321,0.7973733668526014,0.7481998697916666,70
168,77571,0.6302773638877993,0.7822897943899778,0.7964552541573843,0.7495019531250001,70
169,78030,0.6301488396518891,0.7826291870915029,0.7962922602891922,0.7492708333333334,71
170,78489,0.6292891156959118,0.78261369825708,0.7985824892918268,0.7486523437499999,71
171,78948,0.6296539654009742,0.782693184912853,0.7961676170428594,0.7489583333333334,72
172,79407,0.6294696508279813,0.7826700367647061,0.7973758851488432,0.7489225260416665,72
173,79866,0.6290073484377144,0.7829376021241832,0.7974858110149702,0.7489290364583333,72
174,80325,0.6284537330951566,0.7831995506535953,0.7966272234916687,0.7492024739583333,72
175,80784,0.6287949039785431,0.7824725966775596,0.7965099985400835,0.7488541666666667,72
176,81243,0.6281072966153846,0.7831081495098041,0.7966772442062696,0.748935546875,72
177,81702,0.6282616469335452,0.7831748706427011,0.7966183871030807,0.7488476562500002,72
178,82161,0.6276365919180685,0.7830545343137258,0.7965691660841306,0.7492610677083333,72
179,82620,0.6275710099922546,0.7831478077342051,0.7970782021681467,0.7490071614583332,72
180,83079,0.6268647907865853,0.7835066040305007,0.7954449951648712,0.7488346354166667,73
181,83538,0.627863877933789,0.7833079724945535,0.7960930665334066,0.7494921874999999,73
182,83997,0.6260728488690454,0.7840910947712418,0.7960443695386251,0.7495117187499999,73
183,84456,0.6261268031493251,0.7833743532135071,0.795734258989493,0.7494628906249999,73
184,84915,0.6263754482103069,0.783710852396514,0.7952262411514918,0.7496484375,74
185,85374,0.6261112991241589,0.7830225354030492,0.7957134495178858,0.7493391927083333,74
186,85833,0.6257521243916098,0.7836242170479305,0.7960861772298813,0.7494791666666666,74
187,86292,0.6253528913771145,0.7841756876361652,0.7953137954076132,0.7493554687499998,74
188,86751,0.6259582881574277,0.7839627587145969,0.7949619516730309,0.7489290364583333,75
189,87210,0.6257337227236471,0.7839246323529411,0.7973009794950485,0.7491992187499998,75
190,87669,0.6246862739389498,0.7842701525054463,0.7966657231251398,0.7488183593749999,75
191,88128,0.6252980454295289,0.784219260620915,0.7964217017094294,0.7493619791666668,75
192,88587,0.6253492800368723,0.7839343341503274,0.796599842607975,0.74982421875,75
193,89046,0.6240222159294262,0.7843455541938991,0.7958515460292498,0.7494856770833332,75
194,89505,0.6236171736696446,0.7844820601851852,0.7953508645296097,0.7498697916666668,75
195,89964,0.6243072271606761,0.784253812636166,0.7959191277623177,0.7493294270833332,75
196,90423,0.6237238613738474,0.7845229098583885,0.7963557268182436,0.7498600260416666,75
197,90882,0.6228790133866869,0.7848202614379083,0.7954729547103246,0.7495963541666667,75
198,91341,0.6231962796260069,0.7845756740196079,0.795757661263148,0.7496582031249998,75
199,91800,0.6226992823329627,0.7849196623093682,0.795100507636865,0.7494531249999999,75
