epoch,train_loss,val_loss,sav_version
0,3.467145889738332,3.3468775153160095,1
1,3.3292487890824027,3.307106852531433,2
2,3.2915163786514947,3.274191598097483,3
3,3.2611039545225062,3.247782131036123,4
4,3.2339505195617675,3.223180572191874,5
5,3.2078737984532895,3.1963588198026023,6
6,3.181507318434508,3.1709044178326926,7
7,3.1557881033938866,3.1453839937845864,8
8,3.128214012021604,3.1269139448801675,9
9,3.10078175223392,3.092020352681478,10
10,3.072487835780434,3.06526118516922,11
11,3.045028691188149,3.0376595656077066,12
12,3.0156859947287518,3.010341684023539,13
13,2.98788714201554,2.9798264702161155,14
14,2.9593904453775157,2.952239990234375,15
15,2.9286883639252705,2.9267868399620056,16
16,2.898257087624591,2.8928136626879373,17
17,2.8669356055881665,2.861078123251597,18
18,2.837579832906308,2.836633563041687,19
19,2.8054346903510714,2.7975624998410544,20
20,2.7717292106669884,2.7709070245424905,21
21,2.7396297418552895,2.7353546023368835,22
22,2.704362592489823,2.7017497221628823,23
23,2.669364987767261,2.668374756971995,24
24,2.6370244171308435,2.6393797993659973,25
25,2.6027161717414855,2.601307451725006,26
26,2.567501105432925,2.566532850265503,27
27,2.5317504613295845,2.532164732615153,28
28,2.492302074121392,2.495980163415273,29
29,2.459211021920909,2.4632115364074707,30
30,2.421271602485491,2.42324298620224,31
31,2.384024884908096,2.388366480668386,32
32,2.3456143923427746,2.3528347611427307,33
33,2.3092118014460024,2.3094006180763245,34
34,2.267086831383083,2.273597558339437,35
35,2.2301976120990257,2.235040624936422,36
36,2.1872994130072385,2.198863605658213,37
37,2.1482656960902005,2.156013031800588,38
38,2.105930021534795,2.115975240866343,39
39,2.0630992884221286,2.072359343369802,40
40,2.019622799106266,2.037079930305481,41
41,1.9769758665043375,1.9914590219656627,42
42,1.9321196872255078,1.9488557080427806,43
43,1.887837752311126,1.905004878838857,44
44,1.8463950465554777,1.8665936092535655,45
45,1.7993537343066672,1.8231711089611053,46
46,1.754075443226358,1.7805850009123485,47
47,1.7120573505111363,1.737880269686381,48
48,1.6640477978664896,1.6961928208669026,49
49,1.6206590284471927,1.6484013795852661,50
50,1.5727645822193312,1.6057475904623668,51
51,1.5303184910960819,1.5659830272197723,52
52,1.483448231479396,1.5185931026935577,53
53,1.43691606754842,1.4742870926856995,54
54,1.3920042786909186,1.432982822259267,55
55,1.3471103600833727,1.3940429786841075,56
56,1.3049884441106216,1.3482901553312938,57
57,1.2617999094983805,1.310521165529887,58
58,1.2172764200231303,1.2720373570919037,59
59,1.1741342644328656,1.2229381601015727,60
60,1.1304269151843112,1.1817713777224224,61
61,1.0901278966146968,1.1462176342805226,62
62,1.0521478266819664,1.108626623948415,63
63,1.002690278576768,1.067683259646098,64
64,0.9669445236092028,1.0288919458786647,65
65,0.9265208291618721,0.9975951910018921,66
66,0.8854217924501585,0.9579198509454727,67
67,0.8532425610915474,0.9216207613547643,68
68,0.8152226613915485,0.8878456155459086,69
69,0.7790353852769603,0.8610214442014694,70
70,0.7391364173396774,0.8244783381621043,71
71,0.7105437511983125,0.800421858827273,72
72,0.678508253460345,0.7615160346031189,73
73,0.6502614770246589,0.7324517468611399,74
74,0.6174385782817136,0.7007833669583002,75
75,0.5894365914327943,0.682271788517634,76
76,0.5644624410440092,0.6628235727548599,77
77,0.538346883735579,0.6284806430339813,78
78,0.5072676138385482,0.6032298356294632,79
79,0.48362997812421427,0.5785772651433945,80
80,0.4595570484581201,0.5671289265155792,81
81,0.4402939963761879,0.5509048799673716,82
82,0.4214337459238975,0.516987810532252,83
83,0.39755706145711567,0.5135532915592194,84
84,0.37677772450058356,0.4770580530166626,85
85,0.3612589649208214,0.46553191790978116,86
86,0.3460914859548211,0.4524289344747861,87
87,0.3294991556069125,0.4309460098544757,88
88,0.31324750696025466,0.41819824775060016,89
89,0.295208163757849,0.4007914215326309,90
90,0.28264951850895,0.3855983962615331,91
91,0.2727066975896773,0.375088502963384,92
92,0.26154661721185496,0.3703632305065791,93
93,0.2468120700598735,0.36225411544243497,94
94,0.23625989096320194,0.3459309885899226,95
95,0.22498347867766152,0.3319232314825058,96
96,0.21107831871056038,0.32013234744469327,97
97,0.20397936073334322,0.314976987739404,98
98,0.19518968611955642,0.2991776106258233,99
99,0.19102535056679146,0.29662178953488666,100
100,0.18312921502991863,0.2891821314891179,101
101,0.169717760839621,0.27541280662020046,102
102,0.16601931251504498,0.26928457741936046,103
103,0.1564945151017088,0.2596522582074006,104
104,0.14761940908172858,0.25947186971704167,105
105,0.14455772019598795,0.25659358004728955,106
106,0.1406656218530691,0.24591581399242082,107
107,0.1321984922837304,0.23900897055864334,108
108,0.1292440830041533,0.24129531159996986,108
109,0.12305834419094026,0.23295891657471657,109
110,0.12132330393904577,0.22654816880822182,110
111,0.11490140073001384,0.2403553624947866,110
112,0.1122077450034735,0.21129811679323515,111
113,0.10431691054659693,0.2133506884177526,111
114,0.10712479424217473,0.2144127773741881,111
115,0.10019520928718798,0.21161889905730882,111
116,0.09673028249779474,0.20891019826134047,112
117,0.09418417014505552,0.21271414558092752,112
118,0.09175880103341669,0.19603571854531765,113
119,0.08996298519651527,0.1929006576538086,114
120,0.08726418440473145,0.1843236560622851,115
121,0.08428427837637213,0.20989408095677695,115
122,0.0843687023613197,0.19449494717021784,115
123,0.07439878570806721,0.1843713497122129,115
124,0.07446459620664625,0.1841642161210378,116
125,0.07183237650998585,0.18316499888896942,117
